"Year","Rank","Song Title","Artist(s)","Lyrics","URL"
"1958","36","Great Balls of Fire","Jerry Lee Lewis","You shake my nerves and you rattle my brain\\n\nToo much love drives a man insane\\n\nYou broke my will, but what a thrill\\n\nGoodness gracious great balls of fire\\n\n\\n\nI laughed at love when I thought it was funny\\n\nBut you came along and you moved me honey\\n\nI've changed my mind, this love is fine\\n\nGoodness gracious great balls of fire\\n\n\\n\nKiss me baby, woo, it feels good\\n\nHold me baby, ooh, yeah, you gonna love me like a lover should\\n\nYou're fine, so kind, I'm gonna tell this world that you're mine! Mine! Mine! Mine!\\n\n\\n\nI chew my nails, I twiddle my thumbs\\n\nI'm really nervous but it sure is fun\\n\nCome on baby, you drive me crazy\\n\nGoodness gracious great balls of fire\\n\n\\n\nOhhh, kiss me baby, woo-oooooo, feels good, yeah\\n\nLet me love you like a lover should.\\n\nYou're fine. So kind.\\n\nI gonna tell this world that you're mine! Mine! Mine! Mine!\\n\n\\n\nI chew my nails and I twiddle my thumbs\\n\nI'm real nervous but it sure is fun\\n\nCome on baby, you drive me crazy\\n\nGoodness gracious great balls of fire\n\n\\n\\n","http://azlyrics.com/lyrics/jerryleelewis/greatballsoffire.html"
"1958","37","Lollipop","The Chordettes","Lollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\nBom bom bom bom\\n\n\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\nBom bom bom bom\\n\n\\n\nCall my baby lollipop\\n\nTell you why\\n\nHis kiss is sweeter than an apple pie\\n\nAnd when he does his shaky rockin' dance\\n\nMan, I haven't got a chance\\n\n\\n\nI call him\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\n\\n\nSweeter than candy on a stick\\n\nHuckleberry, cherry or lime\\n\nIf you had a choice\\n\nHe'd be your pick\\n\nBut lollipop is mine\\n\n\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\nBom bom bom bom\\n\n\\n\nCrazy way he thrills me\\n\nTell you why\\n\nJust like a lightning from the sky\\n\nHe loves to kiss me 'til I can't see straight\\n\nGee my lollipop is great\\n\n\\n\nI call him\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\nBom bom bom bom\\n\n\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop lollipop\\n\nOh lolli lolli lolli\\n\nLollipop!\\n\nA-Lollipop!\n\n\\n\\n","http://azlyrics.com/lyrics/chordettes/lollipop.html"
"1958","38","Splish Splash","Bobby Darin","Splish splash, I was taking a bath\\n\nLong about a Saturday night, yeah\\n\nA rub dub, just relaxing in the tub\\n\nThinking everything was alright\\n\n\\n\nWell, I stepped out the tub, put my feet on the floor\\n\nI wrapped the towel around me\\n\nAnd I opened the door, and then a\\n\nSplish, splash, I jumped back in the bath\\n\nWell, how was I to know there was a party going on?\\n\n\\n\nThey was a-splishing and a-splashing\\n\nReeling with the feeling\\n\nMoving and a-grooving\\n\nRocking and a-rolling, yeah\\n\n\\n\nBing bang, I saw the whole gang\\n\nDancing on my living room rug, yeah\\n\nFlip flop, they was doing the bop\\n\nAll the teens had the dancing bug\\n\n\\n\nThere was Lollipop with-a Peggy Sue\\n\nGood golly, Miss Molly was-a even there, too\\n\nA-well-a, splish splash, I forgot about the bath\\n\nI went and put my dancing shoes on, yeah\\n\n\\n\nI was a rolling and a-strolling\\n\nReeling with the feeling\\n\nMoving and a-grooving\\n\nSplishing and a-splashing, yeah\\n\n\\n\nYes, I was a-splishing and a-splashing\\n\nI was a-rolling and a-strolling\\n\nYeah, I was a-moving and a-grooving\\n\nWe was a-reeling with the feeling\\n\nWe was a-rolling and a-strolling\\n\nMoving with the grooving\\n\nSplish splash, yeah\\n\n\\n\nMm, splishing and a-splashing, one time\\n\nI was a-splishing and a-splashing, ooh wee\\n\nI was a-moving and a-grooving, yeah\\n\nI was a-splishing and a-splashing\n\n\\n\\n","http://azlyrics.com/lyrics/bobbydarin/splishsplash.html"
"1958","39","Who's Sorry Now?","Connie Francis","Who's sorry now\\n\nWho's sorry now\\n\nWho's heart is aching for breaking each vow\\n\nWho's sad and blue\\n\nWho's crying too\\n\nJust like I cried over you\\n\n\\n\nRight to the end\\n\nJust like a friend\\n\nI tried to warn you somehow\\n\nYou had your way\\n\nNow you must pay\\n\nI'm glad that you're sorry now\\n\n\\n\nRight to the end\\n\nJust like a friend\\n\nI tried to warn you somehow\\n\nYou had your way\\n\nNow you must pay\\n\nI'm glad that you're sorry now\n\n\\n\\n","http://azlyrics.com/lyrics/conniefrancis/whossorrynow.html"
"1958","40","My True Love"" / ""Leroy","Jack Scott","","http://azlyrics.com/lyrics/jackscott/mytrueloveleroy.html"
"1958","41","Endless Sleep","Jody Reynolds","","http://azlyrics.com/lyrics/jodyreynolds/endlesssleep.html"
"1958","42","Do You Want to Dance?","Bobby Freeman","","http://azlyrics.com/lyrics/bobbyfreeman/doyouwanttodance.html"
"1958","43","When","The Kalin Twins","","http://azlyrics.com/lyrics/kalintwins/when.html"
"1958","44","To Know Him Is to Love Him","The Teddy Bears","","http://azlyrics.com/lyrics/teddybears/toknowhimistolovehim.html"
"1958","45","April Love","Pat Boone","","http://azlyrics.com/lyrics/patboone/aprillove.html"
"1958","46","Rebel-'Rouser","Duane Eddy","","http://azlyrics.com/lyrics/duaneeddy/rebelrouser.html"
"1958","47","Oh Julie","The Crescendos","","http://azlyrics.com/lyrics/crescendos/ohjulie.html"
"1958","48","The Stroll","The Diamonds","","http://azlyrics.com/lyrics/diamonds/thestroll.html"
"1958","49","Hard Headed Woman"" / ""Don't Ask Me Why","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/hardheadedwomandontaskmewhy.html"
"1958","50","Peggy Sue","Buddy Holly","","http://azlyrics.com/lyrics/buddyholly/peggysue.html"
"1958","51","Oh Lonesome Me","Don Gibson","","http://azlyrics.com/lyrics/dongibson/ohlonesomeme.html"
"1959","1","The Battle of New Orleans","Johnny Horton","","http://azlyrics.com/lyrics/johnnyhorton/thebattleofneworleans.html"
"1959","2","Mack the Knife","Bobby Darin","","http://azlyrics.com/lyrics/bobbydarin/macktheknife.html"
"1959","3","Personality","Lloyd Price","","http://azlyrics.com/lyrics/lloydprice/personality.html"
"1959","4","Venus","Frankie Avalon","","http://azlyrics.com/lyrics/frankieavalon/venus.html"
"1959","5","Lonely Boy","Paul Anka","","http://azlyrics.com/lyrics/paulanka/lonelyboy.html"
"1959","6","Dream Lover","Bobby Darin","","http://azlyrics.com/lyrics/bobbydarin/dreamlover.html"
"1959","7","The Three Bells","The Browns","","http://azlyrics.com/lyrics/browns/thethreebells.html"
"1959","8","Come Softly to Me","The Fleetwoods","","http://azlyrics.com/lyrics/fleetwoods/comesoftlytome.html"
"1959","9","Kansas City","Wilbert Harrison","","http://azlyrics.com/lyrics/wilbertharrison/kansascity.html"
"1959","10","Mr. Blue","The Fleetwoods","","http://azlyrics.com/lyrics/fleetwoods/mrblue.html"
"1959","11","Sleep Walk","Santo & Johnny","","http://azlyrics.com/lyrics/santojohnny/sleepwalk.html"
"1959","12","Put Your Head on My Shoulder","Paul Anka","","http://azlyrics.com/lyrics/paulanka/putyourheadonmyshoulder.html"
"1959","13","Stagger Lee","Lloyd Price","","http://azlyrics.com/lyrics/lloydprice/staggerlee.html"
"1959","14","Donna","Ritchie Valens","","http://azlyrics.com/lyrics/ritchievalens/donna.html"
"1959","15","Pink Shoe Laces","Dodie Stevens","","http://azlyrics.com/lyrics/dodiestevens/pinkshoelaces.html"
"1959","16","Smoke Gets in Your Eyes","The Platters","","http://azlyrics.com/lyrics/platters/smokegetsinyoureyes.html"
"1959","17","Charlie Brown","The Coasters","","http://azlyrics.com/lyrics/coasters/charliebrown.html"
"1959","18","Quiet Village","Martin Denny","","http://azlyrics.com/lyrics/martindenny/quietvillage.html"
"1959","19","My Heart Is an Open Book","Carl Dobkins Jr.","","http://azlyrics.com/lyrics/carldobkinsjr/myheartisanopenbook.html"
"1959","20","(Till) I Kissed You","The Everly Brothers","","http://azlyrics.com/lyrics/everlybrothers/tillikissedyou.html"
"1959","21","Sea of Love","Phil Phillips","","http://azlyrics.com/lyrics/philphillips/seaoflove.html"
"1959","22","The Happy Organ","Dave ""Baby"" Cortez","","http://azlyrics.com/lyrics/davebabycortez/thehappyorgan.html"
"1959","23","I'm Gonna Get Married","Lloyd Price","","http://azlyrics.com/lyrics/lloydprice/imgonnagetmarried.html"
"1959","24","Sorry (I Ran All the Way Home)","The Impalas","","http://azlyrics.com/lyrics/impalas/sorryiranallthewayhome.html"
"1959","25","A Teenager in Love","Dion and the Belmonts","","http://azlyrics.com/lyrics/dionandthebelmonts/ateenagerinlove.html"
"1959","26","16 Candles","The Crests","","http://azlyrics.com/lyrics/crests/16candles.html"
"1959","27","It's Just a Matter of Time","Brook Benton","","http://azlyrics.com/lyrics/brookbenton/itsjustamatteroftime.html"
"1959","28","Lipstick on Your Collar","Connie Francis","","http://azlyrics.com/lyrics/conniefrancis/lipstickonyourcollar.html"
"1959","29","There Goes My Baby","The Drifters","","http://azlyrics.com/lyrics/drifters/theregoesmybaby.html"
"1959","30","A Big Hunk o' Love","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/abighunkolove.html"
"1959","31","Red River Rock","Johnny and the Hurricanes","","http://azlyrics.com/lyrics/johnnyandthehurricanes/redriverrock.html"
"1959","32","Waterloo","Stonewall Jackson","","http://azlyrics.com/lyrics/stonewalljackson/waterloo.html"
"1959","33","Lavender Blue","Sammy Turner","","http://azlyrics.com/lyrics/sammyturner/lavenderblue.html"
"1959","34","(Now and Then There's) A Fool Such as I","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/nowandthentheresafoolsuchasi.html"
"1959","35","Guitar Boogie Shuffle","The Virtues","","http://azlyrics.com/lyrics/virtues/guitarboogieshuffle.html"
"1959","36","Teen Beat","Sandy Nelson","","http://azlyrics.com/lyrics/sandynelson/teenbeat.html"
"1959","37","Kookie, Kookie (Lend Me Your Comb)","Edd Byrnes & Connie Stevens","","http://azlyrics.com/lyrics/eddbyrnesconniestevens/kookiekookielendmeyourcomb.html"
"1959","38","Tragedy","Thomas Wayne","","http://azlyrics.com/lyrics/thomaswayne/tragedy.html"
"1959","39","My Happiness","Connie Francis","","http://azlyrics.com/lyrics/conniefrancis/myhappiness.html"
"1959","40","Tallahassee Lassie","Freddy Cannon","","http://azlyrics.com/lyrics/freddycannon/tallahasseelassie.html"
"1959","41","Tiger","Fabian","","http://azlyrics.com/lyrics/fabian/tiger.html"
"1959","42","Never Be Anyone Else But You","Ricky Nelson","","http://azlyrics.com/lyrics/rickynelson/neverbeanyoneelsebutyou.html"
"1959","43","Don't You Know?","Della Reese","","http://azlyrics.com/lyrics/dellareese/dontyouknow.html"
"1959","44","I Need Your Love Tonight","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/ineedyourlovetonight.html"
"1959","45","What a Diff'rence a Day Makes","Dinah Washington","","http://azlyrics.com/lyrics/dinahwashington/whatadiffrenceadaymakes.html"
"1959","46","The All American Boy","Bill Parsons","","http://azlyrics.com/lyrics/billparsons/theallamericanboy.html"
"1959","47","Primrose Lane","Jerry Wallace","","http://azlyrics.com/lyrics/jerrywallace/primroselane.html"
"1959","48","Alvin's Harmonica","The Chipmunks","","http://azlyrics.com/lyrics/chipmunks/alvinsharmonica.html"
"1959","49","Lonely Street","Andy Williams","","http://azlyrics.com/lyrics/andywilliams/lonelystreet.html"
"1959","50","What'd I Say","Ray Charles","","http://azlyrics.com/lyrics/raycharles/whatdisay.html"
"1959","51","Broken Hearted Melody","Sarah Vaughan","","http://azlyrics.com/lyrics/sarahvaughan/brokenheartedmelody.html"
"1959","52","Only You (And You Alone)","Franck Pourcel","","http://azlyrics.com/lyrics/franckpourcel/onlyyouandyoualone.html"
"1959","53","Gotta Travel On","Billy Grammer","","http://azlyrics.com/lyrics/billygrammer/gottatravelon.html"
"1959","54","Poison Ivy","The Coasters","","http://azlyrics.com/lyrics/coasters/poisonivy.html"
"1959","55","Turn Me Loose","Fabian","","http://azlyrics.com/lyrics/fabian/turnmeloose.html"
"1959","56","Lonely Teardrops","Jackie Wilson","","http://azlyrics.com/lyrics/jackiewilson/lonelyteardrops.html"
"1959","57","Hawaiian Wedding Song","Andy Williams","","http://azlyrics.com/lyrics/andywilliams/hawaiianweddingsong.html"
"1959","58","Forty Miles of Bad Road","Duane Eddy","","http://azlyrics.com/lyrics/duaneeddy/fortymilesofbadroad.html"
"1959","59","Just Ask Your Heart","Frankie Avalon","","http://azlyrics.com/lyrics/frankieavalon/justaskyourheart.html"
"1959","60","Tell Him No","Travis and Bob","","http://azlyrics.com/lyrics/travisandbob/tellhimno.html"
"1959","61","Frankie","Connie Francis","","http://azlyrics.com/lyrics/conniefrancis/frankie.html"
"1959","62","I've Had It","The Bell Notes","","http://azlyrics.com/lyrics/bellnotes/ivehadit.html"
"1959","63","I Cried a Tear","LaVern Baker","","http://azlyrics.com/lyrics/lavernbaker/icriedatear.html"
"1959","64","Enchanted","The Platters","","http://azlyrics.com/lyrics/platters/enchanted.html"
"1959","65","Since I Don't Have You","The Skyliners","","http://azlyrics.com/lyrics/skyliners/sinceidonthaveyou.html"
"1959","66","Peter Gunn Theme","Ray Anthony","","http://azlyrics.com/lyrics/rayanthony/petergunntheme.html"
"1959","67","The Chipmunk Song (Christmas Don't Be Late)","The Chipmunks","","http://azlyrics.com/lyrics/chipmunks/thechipmunksongchristmasdontbelate.html"
"1959","68","I Want to Walk You Home","Fats Domino","","http://azlyrics.com/lyrics/fatsdomino/iwanttowalkyouhome.html"
"1959","69","So Fine","The Fiestas","","http://azlyrics.com/lyrics/fiestas/sofine.html"
"1959","70","Bobby Sox to Stockings","Frankie Avalon","","http://azlyrics.com/lyrics/frankieavalon/bobbysoxtostockings.html"
"1959","71","The Deck of Cards","Wink Martindale","","http://azlyrics.com/lyrics/winkmartindale/thedeckofcards.html"
"1959","72","A Lover's Question","Clyde McPhatter","","http://azlyrics.com/lyrics/clydemcphatter/aloversquestion.html"
"1959","73","I Only Have Eyes for You","The Flamingos","","http://azlyrics.com/lyrics/flamingos/ionlyhaveeyesforyou.html"
"1959","74","It's Late","Ricky Nelson","","http://azlyrics.com/lyrics/rickynelson/itslate.html"
"1959","75","Petite Fleur","Chris Barber's Jazz Band","","http://azlyrics.com/lyrics/chrisbarbersjazzband/petitefleur.html"
"1959","76","Tall Paul","Annette Funicello","","http://azlyrics.com/lyrics/annettefunicello/tallpaul.html"
"1959","77","The Tijuana Jail","The Kingston Trio","","http://azlyrics.com/lyrics/kingstontrio/thetijuanajail.html"
"1959","78","Just a Little Too Much","Ricky Nelson","","http://azlyrics.com/lyrics/rickynelson/justalittletoomuch.html"
"1959","79","Goodbye Baby","Jack Scott","","http://azlyrics.com/lyrics/jackscott/goodbyebaby.html"
"1959","80","Along Came Jones","The Coasters","","http://azlyrics.com/lyrics/coasters/alongcamejones.html"
"1959","81","Three Stars","Tommy Dee & Carol Kay","","http://azlyrics.com/lyrics/tommydeecarolkay/threestars.html"
"1959","82","A Boy Without a Girl","Frankie Avalon","","http://azlyrics.com/lyrics/frankieavalon/aboywithoutagirl.html"
"1959","83","Sweeter Than You","Ricky Nelson","","http://azlyrics.com/lyrics/rickynelson/sweeterthanyou.html"
"1959","84","It Was I","Skip & Flip","","http://azlyrics.com/lyrics/skipflip/itwasi.html"
"1959","85","Goodbye Jimmy, Goodbye","Kathy Linden","","http://azlyrics.com/lyrics/kathylinden/goodbyejimmygoodbye.html"
"1959","86","Manhattan Spiritual","Reg Owen Orchestra","","http://azlyrics.com/lyrics/regowenorchestra/manhattanspiritual.html"
"1959","87","Endlessly","Brook Benton","","http://azlyrics.com/lyrics/brookbenton/endlessly.html"
"1959","88","Heartaches by the Number","Guy Mitchell","","http://azlyrics.com/lyrics/guymitchell/heartachesbythenumber.html"
"1959","89","Sea Cruise","Frankie Ford","","http://azlyrics.com/lyrics/frankieford/seacruise.html"
"1959","90","That's Why (I Love You So)","Jackie Wilson","","http://azlyrics.com/lyrics/jackiewilson/thatswhyiloveyouso.html"
"1959","91","You're So Fine","The Falcons","","http://azlyrics.com/lyrics/falcons/youresofine.html"
"1959","92","Kissin' Time","Bobby Rydell","","http://azlyrics.com/lyrics/bobbyrydell/kissintime.html"
"1959","93","My Wish Came True","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/mywishcametrue.html"
"1959","94","Morgen","Ivo Robić","","http://azlyrics.com/lyrics/ivorobi/morgen.html"
"1959","95","Baby Talk","Jan and Dean","","http://azlyrics.com/lyrics/jananddean/babytalk.html"
"1959","96","Take a Message to Mary","The Everly Brothers","","http://azlyrics.com/lyrics/everlybrothers/takeamessagetomary.html"
"1959","97","The Battle Hymn of the Republic","Mormon Tabernacle Choir","","http://azlyrics.com/lyrics/mormontabernaclechoir/thebattlehymnoftherepublic.html"
"1959","98","Bongo Rock","Preston Epps","","http://azlyrics.com/lyrics/prestonepps/bongorock.html"
"1959","99","In the Mood","Ernie Fields","","http://azlyrics.com/lyrics/erniefields/inthemood.html"
"1959","100","Seven Little Girls Sitting in the Back Seat","Paul Evans","","http://azlyrics.com/lyrics/paulevans/sevenlittlegirlssittinginthebackseat.html"
"1960","1","Theme from A Summer Place","Percy Faith","","http://azlyrics.com/lyrics/percyfaith/themefromasummerplace.html"
"1960","2","He'll Have to Go","Jim Reeves","","http://azlyrics.com/lyrics/jimreeves/hellhavetogo.html"
"1960","3","Cathy's Clown","The Everly Brothers","","http://azlyrics.com/lyrics/everlybrothers/cathysclown.html"
"1960","4","Running Bear","Johnny Preston","","http://azlyrics.com/lyrics/johnnypreston/runningbear.html"
