"Year","Rank","Song Title","Artist(s)","Lyrics","URL"
"1957","21","Searchin'","The Coasters","(Gonna find her)\\n\n(Gonna find her)\\n\n(Gonna find her)\\n\n(Gonna find her)\\n\n\\n\nYeah, I've been searchin'\\n\nA-a searchin'\\n\nOh, yeah, searchin' every which a-way\\n\nYeah, yeah\\n\nOh, yeah, searchin'\\n\nI'm searchin'\\n\nSearchin' every which a-way\\n\nYeah, yeah\\n\nBut I'm like the Northwest Mounties\\n\nYou know I'll bring her in someday\\n\n\\n\n(Gonna find her)\\n\n(Gonna find her)\\n\n\\n\nWell, now, if I have to swim a river\\n\nYou know I will\\n\nAnd a if I have to climb a mountain\\n\nYou know I will\\n\nAnd a if she's a hiding up\\n\nOn a blueberry hill\\n\nAm I gonna find her, child\\n\nYou know I will\\n\n'Cause I've been searchin'\\n\nOh, yeah, searchin'\\n\nMy goodness, searchin' every which a-way\\n\nYeah, yeah\\n\nBut I'm like the Northwest Mounties\\n\nYou know I'll bring her in some day\\n\n(Gonna find her)\\n\n(Gonna find her)\\n\n\\n\nWell, Sherlock Holmes\\n\nSam Spade got nothin', child, on me\\n\nSergeant Friday, Charlie Chan\\n\nAnd Boston Blackie\\n\nNo matter where she's a hiding\\n\nShe's gonna hear me a comin'\\n\nGonna walk right down that street\\n\nLike Bulldog Drummond\\n\n'Cause I've been searchin'\\n\nOoh, Lord, searchin', mm child\\n\nSearchin' every which a-way\\n\nYeah, yeah\\n\nBut I'm like the Northwest Mounties\\n\nYou know I'll bring her in some day\\n\n(Gonna find her)\\n\n(Gonna find her)\n\n\\n\\n","http://azlyrics.com/lyrics/coasters/searchin.html"
"1957","22","School Days","Chuck Berry","Up in the mornin' and out to school\\n\nThe teacher is teachin' the Golden Rule\\n\nAmerican history and practical math\\n\nYou study' em hard and hopin' to pass\\n\nWorkin' your fingers right down to the bone\\n\nAnd the guy behind you won't leave you alone\\n\n\\n\nRing ring goes the bell\\n\nThe cook in the lunchroom's ready to sell\\n\nYou're lucky if you can find a seat\\n\nYou're fortunate if you have time to eat\\n\nBack in the classroom open you books\\n\nGee but the teacher don't know\\n\nHow mean she looks\\n\n\\n\nSoon as three o'clock rolls around\\n\nYou finally lay your burden down\\n\nClose up your books, get out of your seat\\n\n\\n\nDown the halls and into the street\\n\nUp to the corner and 'round the bend\\n\nRight to the juke joint you go in\\n\n\\n\nDrop the coin right into the slot\\n\nYou gotta hear something that's really hot\\n\n\\n\nWith the one you love you're makin' romance\\n\nAll day long you been\\n\nWantin' to dance\\n\nFeelin' the music from head to toe\\n\n'Round and 'round and 'round you go\\n\n\\n\nDrop the coin right into the slot\\n\nYou gotta hear something that's really hot\\n\n\\n\nWith the one you love you're makin' romance\\n\nAll day long you been\\n\nWantin' to dance\\n\nFeelin' the music from head to toe\\n\n'Round and 'round and 'round you go\\n\n\\n\nHail, hail rock'n'roll\\n\nDeliver me from the days of old\\n\nLong live rock'n'roll\\n\nThe beat of the drum is loud and bold\\n\nRock rock rock'n'roll\\n\nThe feelin' is there body and soul\n\n\\n\\n","http://azlyrics.com/lyrics/chuckberry/schooldays.html"
"1957","23","Gone","Ferlin Husky","","http://azlyrics.com/lyrics/ferlinhusky/gone.html"
"1957","24","Diana","Paul Anka","I'm so young and you're so old\\n\nThis, my darling I've been told\\n\nI don't care just what they say\\n\n'Cause forever I will pray\\n\nYou and I will be as free\\n\nAs the birds up in the trees\\n\nOh, please, stay by me, Diana\\n\n\\n\nThrills I get when you hold me close\\n\nOh, my darling, you're the most\\n\nI love you but do you love me\\n\nOh Diana, can't you see\\n\nI love you with all my heart\\n\nAnd I hope we will never part\\n\nOh, please, stay by me, Diana\\n\n\\n\nOh my darlin', oh my lover\\n\nTell me that there is no other\\n\nI love you with my heart\\n\nOh-oh, oh-oh\\n\nOh don't you know I love you, love you so\\n\nOnly you can take my heart\\n\nOnly you can tear it apart\\n\nWhen you hold me in your loving arms\\n\nI can feel you giving all your charms\\n\nHold me darling, hold me tight\\n\nSqueeze me baby with all your might\\n\nOh, please, stay by me, Diana\\n\nOh, please, Diana\\n\nOh, please, Diana\\n\nOh, please, Diana\n\n\\n\\n","http://azlyrics.com/lyrics/paulanka/diana.html"
"1957","25","A Teenager's Romance","Ricky Nelson","Bah, bah, bah, but\\n\nBah, bah, bah, but\\n\nBah, bah, bah, bah. bah. bah, but\\n\nDo do do do do do\\n\nBah, bah, bah, but\\n\nBah, bah, bah, but\\n\nBah, bah, bah, bah. bah. bah, but\\n\nA teenager's romance is fickled or true\\n\nA teenager's romance is red hot or blue\\n\nYou're either in misery or high on a crest\\n\nA teenager's romance is like all the rest\\n\n\\n\nThey tell us we're different\\n\nWe haven't the right\\n\nTo decide for ourselves, dear\\n\nWhat's black and what's white\\n\n\\n\nKeep saying you love me\\n\nAnd they'll look upon\\n\nA teenager's romance\\n\nThat goes on and on\\n\n\\n\n<i>[Instrumental Interlude]</i>\\n\n\\n\nThey tell us we're different\\n\nWe haven't the right\\n\nTo decide for ourselves, dear\\n\nWhat's black and what's white\\n\n\\n\nKeep saying you love me\\n\nAnd they'll look upon\\n\nA teenager's romance\\n\nThat goes on and on\\n\n\\n\nA teenager's romance\\n\nThat goes on and on\n\n\\n\\n","http://azlyrics.com/lyrics/rickynelson/ateenagersromance.html"
"1957","26","The Banana Boat Song","The Tarriers","","http://azlyrics.com/lyrics/tarriers/thebananaboatsong.html"
"1957","27","Honeycomb","Jimmie Rodgers","","http://azlyrics.com/lyrics/jimmierodgers/honeycomb.html"
"1957","28","Whole Lotta Shakin' Goin On","Jerry Lee Lewis","Come along my baby, whole lotta shakin' goin' on\\n\nYes, I said come along my baby, baby you can't go wrong\\n\nWe ain't fakin', while lotta shakin' goin' on\\n\n\\n\nWell, I said come along my baby, we got chicken in the barn\\n\nWoo-huh, come along my baby, really got the bull by the horn\\n\nWe ain't fakin', whole lotta shakin' goin' on\\n\n\\n\nWell, I said shake, baby, shake\\n\nI said shake, baby, shake\\n\nI said shake it, baby, shake it\\n\nAnd then shake, baby, shake\\n\nCome on over, whole lotta shakin' goin' on\\n\nOh, let's go!\\n\n\\n\nAlright\\n\n\\n\nWell, I said come along my baby, we got chicken in the barn\\n\nWhose barn? What barn? My barn\\n\nCome along my baby, really got the bull by the horn\\n\nWe ain't fakin', whole lotta shakin' goin' on\\n\n\\n\nEasy now\\n\nShake it\\n\nAh, shake it, baby\\n\nYeah\\n\nYou can shake it one time for me\\n\nYe-ah-ha-ah, I said come on over, baby\\n\nWhole lotta shakin' goin' on\\n\nNow, let's get down real low one time now\\n\nShake, baby, shake\\n\nAll you gotta do, honey, is kinda stand in one spot\\n\nWiggle around just a little bit, that's when you got it, yeah\\n\nCome on baby, whole lotta shakin' goin' on\\n\nNow let's go one time\\n\n\\n\nShake it baby, shake, shake it baby, shake\\n\nWoo, shake baby, come on babe, shake it, baby, shake\\n\nCome on over, whole lotta shakin' goin' on\n\n\\n\\n","http://azlyrics.com/lyrics/jerryleelewis/wholelottashakingoinon.html"
"1957","29","Dark Moon","Gale Storm","","http://azlyrics.com/lyrics/galestorm/darkmoon.html"
"1957","30","That'll Be the Day","The Crickets","","http://azlyrics.com/lyrics/crickets/thatllbetheday.html"
"1957","31","Butterfly","Charlie Gracie","","http://azlyrics.com/lyrics/charliegracie/butterfly.html"
"1957","32","Moonlight Gambler","Frankie Laine","","http://azlyrics.com/lyrics/frankielaine/moonlightgambler.html"
"1957","33","Teen-Age Crush","Tommy Sands","","http://azlyrics.com/lyrics/tommysands/teenagecrush.html"
"1957","34","It's Not for Me to Say","Johnny Mathis","It's not for me to say, you love me\\n\nIt's not for me to say, you'll always care\\n\nOh.. but here for the moment\\n\nI can hold you fast\\n\nAnd press your lips to mine\\n\nAnd dream that love will last\\n\n\\n\nAs far as I can see, This is heaven\\n\nAnd speaking just for me, It's ours to share\\n\nPerhaps the glow of love will grow\\n\nWith every passing day\\n\nOr we may never meet again\\n\nBut then it's not for me to say\\n\n\\n\nAnd speaking just for me\\n\nIt's ours to share\\n\nPerhaps the glow of love will grow\\n\nWith every passing day\\n\nOr we may never meet again\\n\nBut then it's not for me to say\n\n\\n\\n","http://azlyrics.com/lyrics/johnnymathis/itsnotformetosay.html"
"1957","35","Silhouettes","The Rays","","http://azlyrics.com/lyrics/rays/silhouettes.html"
"1957","36","Butterfly","Andy Williams","You tell me you love me, you say you'll be true\\n\nThen you fly around with somebody new\\n\nBut I'm crazy about you, you butterfly\\n\n\\n\nYou treat me mean, you're makin' me cry\\n\nI've made up my mind to tell you goodbye\\n\nBut I'm no good without you, you butterfly\\n\n\\n\nI knew from the first time I kissed you\\n\nThat you were the troublin' kind\\n\n'Cause the honey drips from your sweet lips\\n\nOne taste and I'm outta my mind\\n\n\\n\nI love you so much, I know what I'll do\\n\nI'm clippin' your wings, your flyin' is through\\n\n'Cause I'm crazy about you, you butterfly\\n\n\\n\nOoh, I'm crazy about you, you butterfly \\n\nOoh, I can't live without you, you butterfly\\n\n\\n\nI knew from the first time I kissed you\\n\nThat you were the troublin' kind\\n\n'Cause the honey that drips from your sweet lips\\n\nOne taste and I'm outta my mind\\n\n\\n\nOoh, I love you so much, I know what I'll do\\n\nI'm clippin' your wings, your flyin' is through\\n\n'Cause I'm crazy about you, you butterfly\\n\n\\n\nYou butterfly\\n\nYou butterfly\n\n\\n\\n","http://azlyrics.com/lyrics/andywilliams/butterfly.html"
"1957","37","Marianne","The Easy Riders","","http://azlyrics.com/lyrics/easyriders/marianne.html"
"1957","38","I'm Walkin'","Fats Domino","I'm walkin', yes indeed and I'm talkin'\\n\nAbout you and me, I'm hopin'\\n\nThat you'll come back to me, yeah-yeah\\n\nI'm lonely as I can be, I'm waitin'\\n\nFor your company, I'm hopin'\\n\nThat you'll come back to me\\n\nWhat you gonna do when the well runs dry?\\n\nYou gonna run away and hide\\n\nI'm gonna run right by your side\\n\nFor you pretty baby I'll even die\\n\nI'm walkin', yes indeed and I'm talkin'\\n\nAbout you and me, I'm hopin'\\n\nThat you'll come back to me\\n\n\\n\nI'm walkin', yes indeed and I'm talkin'\\n\nAbout you and me, I'm hopin'\\n\nThat you'll come back to me, mm-mm\\n\nI'm lonely as I can be, I'm waitin'\\n\nFor your company, I'm hopin'\\n\nThat you'll come back to me\\n\nWhat you gonna do when the well runs dry?\\n\nYou're gonna sit right down and cry\\n\nWhat you gonna do when I say bye-bye\\n\nAll you gonna do is dry your eye\\n\nI'm walkin', yes indeed and I'm talkin'\\n\nAbout you and me, I'm hopin'\\n\nThat you'll come back to me\n\n\\n\\n","http://azlyrics.com/lyrics/fatsdomino/imwalkin.html"
"1957","39","Chances Are","Johnny Mathis","Chances are, 'cause I wear that silly grin \\n\nthe moment you come into view;\\n\nchances are you think that I'm in love with you.\\n\n\\n\nJust because my composure sort-of slips\\n\nthe moment that your lips meet mine,\\n\nchances are you think my heart's your Valentine.\\n\n\\n\nIn the magic of moonlight,\\n\nwhen I sigh \""hold me close, dear\""\\n\nchances are you believe \\n\nthe stars that fill the skies are in my eyes.\\n\n\\n\nGuess you feel you'll always be\\n\nthe one and only one for me\\n\nand if you think you could,\\n\nwell, chances are your chances are awfully good!\\n\n\\n\nThe chances are your chances are awfully good!\n\n\\n\\n","http://azlyrics.com/lyrics/johnnymathis/chancesare.html"
"1957","40","Send for Me","Nat King Cole","When you want\\n\nA true lover\\n\nSend for me...send for me\\n\nYou'll never want\\n\nAny other\\n\nSend for me...send for me\\n\nI promise you\\n\nI'll be true\\n\nSend for me...send for me\\n\n\\n\nAnytime just tell me\\n\nYour problems\\n\nAnd you'll find out, baby\\n\nI'll solve 'em\\n\nIf you're late one mornin'\\n\nDon't hurry\\n\nIf you've got big trouble\\n\nDon't worry\\n\nJust depend\\n\nOn your friend\\n\nSend for me...send for me\\n\n\\n\nA-mornin', noon and night\\n\nIn the early bright\\n\nDon't you fret, my pretty pet\\n\nI'm gonna treat you right\\n\n\\n\nDon't you dare\\n\nRaise a hair\\n\nI'm gonna share\\n\nYour every care\\n\nAnywhere\\n\nOh, yeah\\n\nSend for me...I'll be there\\n\n\\n\nAnything\\n\nThat upsets you\\n\nSend for me...send for me\\n\nI'll be there\\n\nTo protect you\\n\nWait and see...wait and see\\n\nDon't delay\\n\nRight away\\n\nSend for me...send for me\\n\n\\n\nIt's gonna be\\n\nTwiddle-deee\\n\nYes sirree\\n\nYou and me\\n\nFaithfully\\n\nSend for me\n\n\\n\\n","http://azlyrics.com/lyrics/natkingcole/sendforme.html"
"1957","41","Rainbow","Russ Hamilton","","http://azlyrics.com/lyrics/russhamilton/rainbow.html"
"1957","42","Be-Bop Baby","Ricky Nelson","A-Be-bop baby\\n\nA-Be-bop baby\\n\nA-Be-bop baby\\n\nShe's the gal for me-ee\\n\n\\n\nShe got plenty of rhythm, got plenty of jive\\n\nAnd when we dance it really comes alive\\n\nMy love for her's so tender and sweet\\n\nMy heart starts poundin' ev'ry time we meet\\n\nA-Be-bop baby still in her teens\\n\njust as sweet as she can be-ee-ee\\n\nA-Be-bop baby in her old blue jeans\\n\nIs the be-bop baby for me-ee\\n\nA-Be-bop baby for me\\n\n\\n\nA-Be-bop baby\\n\nA-Be-bop baby\\n\nA-Be-bop baby\\n\nShe's the gal for me-ee\\n\n\\n\nI'm gonna find 'er tonight\\n\nWe're gonna have a time\\n\nI want that baby to be mine, all mine\\n\nA big day's comin' for my baby and me\\n\nThe day she says she belongs to me\\n\nA-Be-bop baby still in her teens\\n\njust as sweet as she can be-ee-ee\\n\nA-Be-bop baby in her old blue jeans\\n\nis the be-bop baby for me-ee\\n\nA-Be-bop baby for me\\n\n\\n\nA-Be-bop baby\\n\nA-Be-bop baby\\n\nA-Be-bop baby\\n\nShe's the gal for me-ee\\n\n\\n\nI'm gonna find 'er tonight\\n\nwe're gonna have a time\\n\nI want that baby to be mine, all mine\\n\nA big day's comin' for my baby and me\\n\nThe day she says she belongs to me\\n\nA-Be-bop baby still in her teens\\n\nJust as sweet as she can be-ee-ee\\n\nA-Be-bop baby in her old blue jeans\\n\nIs the be-bop baby for me-ee\\n\nA-Be-bop baby for me\n\n\\n\\n","http://azlyrics.com/lyrics/rickynelson/bebopbaby.html"
"1957","43","Short Fat Fannie","Larry Williams","","http://azlyrics.com/lyrics/larrywilliams/shortfatfannie.html"
"1957","44","Green Door","Jim Lowe","","http://azlyrics.com/lyrics/jimlowe/greendoor.html"
"1957","45","I'm Gonna Sit Right Down and Write Myself a Letter","Billy Williams","","http://azlyrics.com/lyrics/billywilliams/imgonnasitrightdownandwritemyselfaletter.html"
"1957","46","Old Cape Cod","Patti Page","","http://azlyrics.com/lyrics/pattipage/oldcapecod.html"
"1957","47","Mr. Lee","The Bobbettes","","http://azlyrics.com/lyrics/bobbettes/mrlee.html"
"1957","48","Blueberry Hill","Fats Domino","I found my thrill on Blueberry Hill\\n\nOn Blueberry Hill, when I found you\\n\nThe moon stood still on Blueberry Hill\\n\nAnd lingered until my dreams came true\\n\n\\n\nThe wind in the willow played\\n\nLove's sweet melody\\n\nBut all of those vows you made\\n\nWere never to be\\n\n\\n\nThough we're apart, you're part of me still\\n\nFor you were my thrill on Blueberry Hill\\n\n\\n\nThe wind in the willow played\\n\nLove's sweet melody\\n\nBut all of those vows we made\\n\nWere never to be\\n\n\\n\nThough we're apart, you're part of me still\\n\nFor you were my thrill on Blueberry Hill\n\n\\n\\n","http://azlyrics.com/lyrics/fatsdomino/blueberryhill.html"
"1957","49","Whispering Bells","The Del-Vikings","","http://azlyrics.com/lyrics/delvikings/whisperingbells.html"
"1957","50","Blue Monday","Fats Domino","Blue Monday how I hate Blue Monday\\n\nGot to work like a slave all day\\n\nHere come Tuesday, oh hard Tuesday\\n\nI'm so tired got no time to play\\n\n\\n\nHere come Wednesday, I'm beat to my socks\\n\nMy gal calls, got to tell her that I'm out\\n\n'Cause Thursday is a hard workin' day\\n\nAnd Friday I get my pay\\n\n\\n\nSaturday mornin', oh Saturday mornin'\\n\nAll my tiredness has gone away\\n\nGot my money and my honey\\n\nAnd I'm out on the stand to play\\n\n\\n\nSunday mornin' my head is bad\\n\nBut it's worth it for the time that I've had\\n\nBut I've got to get my rest\\n\n'Cause Monday is a mess\\n\n\\n\nSaturday mornin', oh Saturday mornin'\\n\nAll my tiredness has gone away\\n\nGot my money and my honey\\n\nAnd I'm out on the stand to play\\n\n\\n\nSunday mornin' my head is bad\\n\nBut it's worth it for the time that I've had\\n\nBut I've got to get my rest\\n\nCause Monday is a mess\n\n\\n\\n","http://azlyrics.com/lyrics/fatsdomino/bluemonday.html"
"1958","1","Volare (Nel blu dipinto di blu)","Domenico Modugno","","http://azlyrics.com/lyrics/domenicomodugno/volarenelbludipintodiblu.html"
"1958","2","All I Have to Do Is Dream"" / ""Claudette","The Everly Brothers","","http://azlyrics.com/lyrics/everlybrothers/allihavetodoisdreamclaudette.html"
"1958","3","Don't"" / ""I Beg of You","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/dontibegofyou.html"
"1958","4","Witch Doctor","David Seville","","http://azlyrics.com/lyrics/davidseville/witchdoctor.html"
"1958","5","Patricia","Perez Prado","","http://azlyrics.com/lyrics/perezprado/patricia.html"
"1958","6","Sail Along, Silv'ry Moon"" / ""Raunchy","Billy Vaughn","","http://azlyrics.com/lyrics/billyvaughn/sailalongsilvrymoonraunchy.html"
"1958","7","Catch a Falling Star"" / ""Magic Moments","Perry Como","","http://azlyrics.com/lyrics/perrycomo/catchafallingstarmagicmoments.html"
"1958","8","Tequila","The Champs","","http://azlyrics.com/lyrics/champs/tequila.html"
"1958","9","It's All in the Game","Tommy Edwards","","http://azlyrics.com/lyrics/tommyedwards/itsallinthegame.html"
"1958","10","Return to Me","Dean Martin","Return to me\\n\nOh my dear I'm so lonely\\n\nHurry back, hurry back\\n\nOh my love hurry back I'm yours\\n\n\\n\nReturn to me\\n\nFor my heart wants you only\\n\nHurry home, hurry home\\n\nWon't you please hurry home to my heart\\n\n\\n\nMy darling, if I hurt you I'm sorry\\n\nForgive me and please say you are mine\\n\n\\n\nReturn to me\\n\nPlease come back bella mia\\n\nHurry back, hurry home to my arms\\n\nTo my lips and my heart\\n\n\\n\nRetorna me\\n\nCara mia ti amo\\n\nSolo tu, solo tu, solo tu, solo tu\\n\nMio cuore\n\n\\n\\n","http://azlyrics.com/lyrics/deanmartin/returntome.html"
"1958","11","It's Only Make Believe","Conway Twitty","People see us everywhere\\n\nThey think you really care\\n\nBut myself, I can't deceive\\n\nI know it's only make believe\\n\n\\n\nMy one and only prayer\\n\nIs that someday you'll care\\n\nMy hopes, my dreams come true\\n\nMy one and only you\\n\n\\n\nNo one will ever know\\n\nHow much I love you so\\n\nMy only prayer will be\\n\nSomeday you'll care for me\\n\nBut it's only make believe\\n\n\\n\nMy hopes, my dreams come true\\n\nMy life I'd give for you\\n\nMy heart, a wedding ring\\n\nMy all, my everything\\n\n\\n\nMy heart I can't control\\n\nYou rule my very soul\\n\nMy only prayer will be\\n\nSomeday you'll care for me\\n\nBut it's only make believe\\n\n\\n\nMy one and only prayer\\n\nIs that some day you'll care\\n\nMy hopes, my dreams come true\\n\nMy one and only you\\n\n\\n\nNo one will ever know\\n\nHow much I love you so\\n\nMy prayers, my hopes, my schemes \\n\nYou are my every dream\\n\nBut it's only make believe (make believe)\n\n\\n\\n","http://azlyrics.com/lyrics/conwaytwitty/itsonlymakebelieve.html"
"1958","12","The Purple People Eater","Sheb Wooley","","http://azlyrics.com/lyrics/shebwooley/thepurplepeopleeater.html"
"1958","13","Bird Dog"" / ""Devoted to You","The Everly Brothers","","http://azlyrics.com/lyrics/everlybrothers/birddogdevotedtoyou.html"
"1958","14","Get a Job","The Silhouettes","","http://azlyrics.com/lyrics/silhouettes/getajob.html"
"1958","15","Little Star","The Elegants","","http://azlyrics.com/lyrics/elegants/littlestar.html"
"1958","16","Twilight Time","The Platters","Heavenly shades of night are falling, it's twilight time\\n\nOut of the mist your voice is calling, 'tis twilight time\\n\nWhen purple-colored curtains mark the end of day\\n\nI'll hear you, my dear, at twilight time\\n\n\\n\nDeepening shadows gather splendor as day is done\\n\nFingers of night will soon surrender the setting sun\\n\nI count the moments darling till you're here with me\\n\nTogether at last at twilight time\\n\n\\n\nHere, in the afterglow of day, we keep our rendezvous beneath the blue\\n\nAnd, in the sweet and same old way I fall in love again as I did then\\n\n\\n\nDeep in the dark your kiss will thrill me like days of old\\n\nLighting the spark of love that fills me with dreams untold\\n\nEach day I pray for evening just to be with you\\n\nTogether at last at twilight time\\n\n\\n\nHere, in the afterglow of day, we keep our rendezvous beneath the blue\\n\nAnd, in the sweet and same old way I fall in love again as I did then\\n\n\\n\nDeep in the dark your kiss will thrill me like days of old\\n\nLighting the spark of love that fills me with dreams untold\\n\nEach day I pray for evening just to be with you\\n\nTogether at last at twilight time\\n\nTogether at last at twilight time\n\n\\n\\n","http://azlyrics.com/lyrics/platters/twilighttime.html"
"1958","17","Stood Up"" / ""Waitin' in School","Ricky Nelson","","http://azlyrics.com/lyrics/rickynelson/stoodupwaitininschool.html"
"1958","18","He's Got the Whole World in His Hands","Laurie London","","http://azlyrics.com/lyrics/laurielondon/hesgotthewholeworldinhishands.html"
"1958","19","Secretly","Jimmie Rodgers","","http://azlyrics.com/lyrics/jimmierodgers/secretly.html"
"1958","20","At the Hop","Danny & the Juniors","","http://azlyrics.com/lyrics/dannythejuniors/atthehop.html"
"1958","21","Yakety Yak","The Coasters","Take out the papers and the trash\\n\nOr you don't get no spendin' cash\\n\nIf you don't scrub that kitchen floor\\n\nYou ain't gonna rock and roll no more\\n\nYakety yak (don't talk back)\\n\n\\n\nJust finish cleanin' up your room\\n\nLet's see that dust fly with that broom\\n\nGet all that garbage out of sight\\n\nOr you don't go out Friday night\\n\nYakety yak (don't talk back)\\n\n\\n\nYou just put on your coat and hat\\n\nAnd walk yourself to the laundromat\\n\nAnd when you finish doin' that\\n\nBring in the dog and put out the cat\\n\nYakety yak (don't talk back)\\n\n\\n\nDon't you give me no dirty looks\\n\nYour father's hip, he knows what cooks\\n\nJust tell your hoodlum friend outside\\n\nYou ain't got time to take a ride\\n\nYakety yak (don't talk back)\\n\n\\n\nYakety yak, yakety yak\\n\nYakety yak, yakety yak\\n\nYakety yak, yakety yak\n\n\\n\\n","http://azlyrics.com/lyrics/coasters/yaketyyak.html"
"1958","22","Wear My Ring Around Your Neck"" / ""Doncha' Think It's Time","Elvis Presley","","http://azlyrics.com/lyrics/elvispresley/wearmyringaroundyourneckdonchathinkitstime.html"
"1958","23","Rockin' Robin"" / ""Over and Over","Bobby Day","","http://azlyrics.com/lyrics/bobbyday/rockinrobinoverandover.html"
"1958","24","Poor Little Fool","Ricky Nelson","I used to play around with hearts that hastened at my call\\n\nBut when I met that little girl I knew that I would fall\\n\n\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\\n\n\\n\nShe played around and teased me with her carefree devil eyes\\n\nShe'd hold me close and kiss me but her heart was full of lies\\n\n\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\\n\n\\n\nShe told me how she cared for me and that we'd never part\\n\nAnd so for the very first time I gave away my heart\\n\n\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\\n\n\\n\nThe next day she was gone and I knew she'd lied to me\\n\nShe left me with a broken heart and won her victory\\n\n\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\\n\n\\n\nWell I've played this game with other hearts, but I never thought I'd see\\n\nThe day that someone else would play love's foolish game with me\\n\n\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\\n\nPoor little fool, oh yeah, I was a fool, uh huh..\n\n\\n\\n","http://azlyrics.com/lyrics/rickynelson/poorlittlefool.html"
"1958","25","A Wonderful Time Up There"" / ""It's Too Soon to Know","Pat Boone","","http://azlyrics.com/lyrics/patboone/awonderfultimeupthereitstoosoontoknow.html"
"1958","26","Just a Dream","Jimmy Clanton","","http://azlyrics.com/lyrics/jimmyclanton/justadream.html"
"1958","27","Sugartime","The McGuire Sisters","","http://azlyrics.com/lyrics/mcguiresisters/sugartime.html"
"1958","28","Tom Dooley","The Kingston Trio","","http://azlyrics.com/lyrics/kingstontrio/tomdooley.html"
"1958","29","Sweet Little Sixteen","Chuck Berry","They're really rockin' in Boston\\n\nIn Pittsburgh, PA\\n\nDeep in the heart of Texas\\n\nAnd round the Frisco Bay\\n\nAll over St. Louis\\n\nAnd down in New Orleans\\n\nAll the cats wanna dance with\\n\nSweet little sixteen\\n\n\\n\nSweet little sixteen\\n\nShe's just got to have\\n\nAbout a half a million\\n\nFramed autographs\\n\nHer wallet filled with pictures\\n\nShe gets 'em one by one\\n\nBecome so excited\\n\nWatch her, look at her run, boy\\n\n\\n\n\""Oh mommy, mommy\\n\nPlease may I go\\n\nIt's such a sight to see\\n\nSomebody steal the show\\n\nOh daddy, daddy\\n\nI beg of you\\n\nWhisper to mommy\\n\nIt's all right with you\""\\n\n\\n\nCause they'll be rockin' on Bandstand\\n\nPhiladelphia, PA\\n\nDeep in the heart of Texas\\n\nAnd round the Frisco Bay\\n\nAll over St. Louis\\n\nWay down in New Orleans\\n\nAll the cats wanna dance with\\n\nSweet little sixteen\\n\n\\n\nCause they'll be rockin' on Bandstand\\n\nPhiladelphia, PA\\n\nDeep in the heart of Texas\\n\nAnd round the Frisco Bay\\n\nAll over St. Louis\\n\nWay down in New Orleans\\n\nAll the cats wanna dance with, oh\\n\nSweet little sixteen\\n\n\\n\nSweet little sixteen\\n\nShe's got the grown up blues\\n\nTight dresses and lipstick\\n\nShe's sportin' high heel shoes\\n\nOh, but tomorrow morning\\n\nShe'll have to change her trend\\n\nAnd be sweet sixteen\\n\nAnd back in class again\\n\n\\n\nWell, they'll be rockin' in Boston\\n\nPittsburgh, PA\\n\nDeep in the heart of Texas\\n\nAnd round the Frisco Bay\\n\nWay out in St. Louis\\n\nWay down to New Orleans\\n\nAll the cats wanna dance with\\n\nSweet little sixteen\n\n\\n\\n","http://azlyrics.com/lyrics/chuckberry/sweetlittlesixteen.html"
"1958","30","Topsy II"" / ""Topsy I","Cozy Cole","","http://azlyrics.com/lyrics/cozycole/topsyiitopsyi.html"
"1958","31","Looking Back"" / ""Do I Like It","Nat King Cole","","http://azlyrics.com/lyrics/natkingcole/lookingbackdoilikeit.html"
"1958","32","Book of Love","The Monotones","","http://azlyrics.com/lyrics/monotones/bookoflove.html"
"1958","33","Tea for Two Cha Cha","Tommy Dorsey Orchestra & Warren Covington","","http://azlyrics.com/lyrics/tommydorseyorchestrawarrencovington/teafortwochacha.html"
"1958","34","Tears on My Pillow","Little Anthony and the Imperials","","http://azlyrics.com/lyrics/littleanthonyandtheimperials/tearsonmypillow.html"
"1958","35","Short Shorts","The Royal Teens","","http://azlyrics.com/lyrics/royalteens/shortshorts.html"
