"Year","Rank","Song Title","Artist(s)"
"06/20/2009","29","Just Dance","Lady Gaga Featuring Colby O'Donis"
"06/20/2009","93","Walkin' On The Moon","The-Dream Featuring Kanye West"
"06/27/2009","3","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"06/27/2009","5","LoveGame","Lady Gaga"
"06/27/2009","7","Poker Face","Lady Gaga"
"06/27/2009","29","Just Dance","Lady Gaga Featuring Colby O'Donis"
"06/27/2009","51","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"06/27/2009","87","Walkin' On The Moon","The-Dream Featuring Kanye West"
"07/04/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"07/04/2009","6","LoveGame","Lady Gaga"
"07/04/2009","12","Poker Face","Lady Gaga"
"07/04/2009","36","Just Dance","Lady Gaga Featuring Colby O'Donis"
"07/04/2009","80","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"07/04/2009","92","Walkin' On The Moon","The-Dream Featuring Kanye West"
"07/11/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"07/11/2009","5","LoveGame","Lady Gaga"
"07/11/2009","15","Poker Face","Lady Gaga"
"07/11/2009","42","Just Dance","Lady Gaga Featuring Colby O'Donis"
"07/11/2009","89","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"07/11/2009","91","Walkin' On The Moon","The-Dream Featuring Kanye West"
"07/18/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"07/18/2009","5","LoveGame","Lady Gaga"
"07/18/2009","15","Poker Face","Lady Gaga"
"07/18/2009","42","Just Dance","Lady Gaga Featuring Colby O'Donis"
"07/18/2009","87","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"07/18/2009","100","Walkin' On The Moon","The-Dream Featuring Kanye West"
"07/25/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"07/25/2009","7","LoveGame","Lady Gaga"
"07/25/2009","18","Poker Face","Lady Gaga"
"07/25/2009","48","Just Dance","Lady Gaga Featuring Colby O'Donis"
"07/25/2009","91","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"07/25/2009","98","Walkin' On The Moon","The-Dream Featuring Kanye West"
"08/01/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"08/01/2009","7","LoveGame","Lady Gaga"
"08/01/2009","19","Poker Face","Lady Gaga"
"08/01/2009","75","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"08/01/2009","100","Walkin' On The Moon","The-Dream Featuring Kanye West"
"08/08/2009","3","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"08/08/2009","8","LoveGame","Lady Gaga"
"08/08/2009","23","Poker Face","Lady Gaga"
"08/08/2009","51","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"08/08/2009","91","Walkin' On The Moon","The-Dream Featuring Kanye West"
"08/15/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"08/15/2009","9","LoveGame","Lady Gaga"
"08/15/2009","27","Poker Face","Lady Gaga"
"08/15/2009","50","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"08/15/2009","88","Run This Town","Jay-Z, Rihanna & Kanye West"
"08/22/2009","4","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"08/22/2009","12","LoveGame","Lady Gaga"
"08/22/2009","31","Poker Face","Lady Gaga"
"08/22/2009","43","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"08/22/2009","66","Run This Town","Jay-Z, Rihanna & Kanye West"
"08/22/2009","92","Digital Girl","Jamie Foxx Featuring Drake, Kanye West + The-Dream"
"08/29/2009","3","Run This Town","Jay-Z, Rihanna & Kanye West"
"08/29/2009","8","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"08/29/2009","16","LoveGame","Lady Gaga"
"08/29/2009","39","Poker Face","Lady Gaga"
"08/29/2009","47","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"09/05/2009","5","Run This Town","Jay-Z, Rihanna & Kanye West"
"09/05/2009","8","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"09/05/2009","18","LoveGame","Lady Gaga"
"09/05/2009","35","Poker Face","Lady Gaga"
"09/05/2009","47","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"09/12/2009","6","Run This Town","Jay-Z, Rihanna & Kanye West"
"09/12/2009","8","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"09/12/2009","24","LoveGame","Lady Gaga"
"09/12/2009","41","Poker Face","Lady Gaga"
"09/12/2009","51","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"09/12/2009","74","Paparazzi","Lady Gaga"
"09/12/2009","99","Chillin","Wale Featuring Lady Gaga"
"09/19/2009","4","Run This Town","Jay-Z, Rihanna & Kanye West"
"09/19/2009","11","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"09/19/2009","32","LoveGame","Lady Gaga"
"09/19/2009","44","Paparazzi","Lady Gaga"
"09/19/2009","49","Poker Face","Lady Gaga"
"09/19/2009","59","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"09/26/2009","4","Run This Town","Jay-Z, Rihanna & Kanye West"
"09/26/2009","12","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"09/26/2009","18","Paparazzi","Lady Gaga"
"09/26/2009","42","LoveGame","Lady Gaga"
"09/26/2009","49","Poker Face","Lady Gaga"
"09/26/2009","68","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"10/03/2009","2","Run This Town","Jay-Z, Rihanna & Kanye West"
"10/03/2009","7","Paparazzi","Lady Gaga"
"10/03/2009","8","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"10/03/2009","15","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"10/03/2009","43","Poker Face","Lady Gaga"
"10/03/2009","93","Make Her Say","Kid Cudi Featuring Kanye West & Common"
"10/10/2009","4","Run This Town","Jay-Z, Rihanna & Kanye West"
"10/10/2009","7","Paparazzi","Lady Gaga"
"10/10/2009","12","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"10/10/2009","19","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"10/17/2009","3","Run This Town","Jay-Z, Rihanna & Kanye West"
"10/17/2009","6","Paparazzi","Lady Gaga"
"10/17/2009","13","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"10/17/2009","25","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"10/24/2009","5","Run This Town","Jay-Z, Rihanna & Kanye West"
"10/24/2009","7","Paparazzi","Lady Gaga"
"10/24/2009","15","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"10/24/2009","36","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"10/31/2009","4","Run This Town","Jay-Z, Rihanna & Kanye West"
"10/31/2009","6","Paparazzi","Lady Gaga"
"10/31/2009","15","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"10/31/2009","39","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"11/07/2009","5","Run This Town","Jay-Z, Rihanna & Kanye West"
"11/07/2009","6","Paparazzi","Lady Gaga"
"11/07/2009","14","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"11/07/2009","47","Knock You Down","Keri Hilson Featuring Kanye West & Ne-Yo"
"11/14/2009","6","Paparazzi","Lady Gaga"
"11/14/2009","7","Run This Town","Jay-Z, Rihanna & Kanye West"
"11/14/2009","9","Bad Romance","Lady Gaga"
"11/14/2009","17","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"11/21/2009","7","Paparazzi","Lady Gaga"
"11/21/2009","11","Run This Town","Jay-Z, Rihanna & Kanye West"
"11/21/2009","16","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"11/21/2009","18","Bad Romance","Lady Gaga"
"11/28/2009","9","Paparazzi","Lady Gaga"
"11/28/2009","11","Bad Romance","Lady Gaga"
"11/28/2009","17","Run This Town","Jay-Z, Rihanna & Kanye West"
"11/28/2009","19","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"12/05/2009","2","Bad Romance","Lady Gaga"
"12/05/2009","8","Paparazzi","Lady Gaga"
"12/05/2009","17","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"12/05/2009","20","Run This Town","Jay-Z, Rihanna & Kanye West"
"12/12/2009","2","Bad Romance","Lady Gaga"
"12/12/2009","11","Paparazzi","Lady Gaga"
"12/12/2009","16","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"12/12/2009","23","Run This Town","Jay-Z, Rihanna & Kanye West"
"12/12/2009","30","Telephone","Lady Gaga Featuring Beyonce"
"12/12/2009","65","Video Phone","Beyonce Featuring Lady Gaga"
"12/12/2009","94","Speechless","Lady Gaga"
"12/19/2009","2","Bad Romance","Lady Gaga"
"12/19/2009","11","Paparazzi","Lady Gaga"
"12/19/2009","15","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"12/19/2009","27","Run This Town","Jay-Z, Rihanna & Kanye West"
"12/19/2009","41","Telephone","Lady Gaga Featuring Beyonce"
"12/19/2009","81","Video Phone","Beyonce Featuring Lady Gaga"
"12/26/2009","3","Bad Romance","Lady Gaga"
"12/26/2009","11","Paparazzi","Lady Gaga"
"12/26/2009","14","Forever","Drake Featuring Kanye West, Lil Wayne & Eminem"
"12/26/2009","32","Run This Town","Jay-Z, Rihanna & Kanye West"
"12/26/2009","46","Telephone","Lady Gaga Featuring Beyonce"
"12/26/2009","97","Video Phone","Beyonce Featuring Lady Gaga"
