Year,Rank,Song Title,Artist,Album
9/19/09,59,Make Her Say,Kanye West,Man On The Moon: The End Of Day
9/26/09,12,Knock You Down,Kanye West,In A Perfect World...
9/26/09,68,Make Her Say,Kanye West,Man On The Moon: The End Of Day
10/3/09,15,Knock You Down,Kanye West,In A Perfect World...
10/3/09,93,Make Her Say,Kanye West,Man On The Moon: The End Of Day
10/10/09,19,Knock You Down,Kanye West,In A Perfect World...
10/17/09,25,Knock You Down,Kanye West,In A Perfect World...
10/24/09,36,Knock You Down,Kanye West,In A Perfect World...
10/31/09,39,Knock You Down,Kanye West,In A Perfect World...
11/7/09,47,Knock You Down,Kanye West,In A Perfect World...
7/17/10,22,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
7/24/10,29,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
7/31/10,60,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
8/7/10,72,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
8/14/10,71,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
8/21/10,65,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
8/28/10,57,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
9/4/10,42,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
9/4/10,64,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
9/11/10,22,Erase Me,Kanye West,Man On The Moon Ii: The Legend Of Mr. Rager
9/11/10,76,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
9/18/10,62,Erase Me,Kanye West,Man On The Moon Ii: The Legend Of Mr. Rager
9/18/10,79,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
9/25/10,69,Erase Me,Kanye West,Man On The Moon Ii: The Legend Of Mr. Rager
9/25/10,70,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
10/2/10,67,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
10/2/10,78,Erase Me,Kanye West,Man On The Moon Ii: The Legend Of Mr. Rager
10/9/10,97,Erase Me,Kanye West,Man On The Moon Ii: The Legend Of Mr. Rager
10/9/10,100,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
10/16/10,91,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
10/23/10,12,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
10/23/10,97,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
10/30/10,38,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
10/30/10,98,POWER,Kanye West,My Beautiful Dark Twisted Fantasy
11/6/10,54,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
11/6/10,79,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
11/13/10,18,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
11/13/10,51,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
11/20/10,49,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
11/20/10,50,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
11/27/10,51,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
11/27/10,79,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
12/4/10,50,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
12/4/10,77,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
12/11/10,42,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
12/11/10,60,Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy
12/11/10,92,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
12/18/10,52,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
12/18/10,98,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
12/25/10,73,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
12/25/10,93,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
1/1/11,84,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
1/8/11,76,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
1/8/11,100,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
1/15/11,75,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy
1/15/11,92,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
1/22/11,88,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
1/22/11,97,Monster,Kanye West,My Beautiful Dark Twisted Fantasy
1/29/11,23,H*A*M,Kanye West,Watch The Throne
1/29/11,74,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
2/5/11,49,H*A*M,Kanye West,Watch The Throne
2/5/11,60,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
2/12/11,55,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
2/12/11,81,H*A*M,Kanye West,Watch The Throne
2/19/11,58,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
2/19/11,86,H*A*M,Kanye West,Watch The Throne
2/26/11,59,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
2/26/11,93,H*A*M,Kanye West,Watch The Throne
3/5/11,28,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
3/5/11,54,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
3/5/11,93,H*A*M,Kanye West,Watch The Throne
3/12/11,8,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
3/12/11,31,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
3/12/11,95,H*A*M,Kanye West,Watch The Throne
3/19/11,8,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
3/19/11,29,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
3/26/11,3,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
3/26/11,28,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
4/2/11,2,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
4/2/11,25,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
4/9/11,1,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
4/9/11,25,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
4/16/11,1,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
4/16/11,26,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
4/23/11,1,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
4/23/11,23,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
4/30/11,2,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
4/30/11,19,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
5/7/11,1,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
5/7/11,20,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
5/14/11,1,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
5/14/11,18,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
5/21/11,2,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
5/21/11,20,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
5/28/11,2,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
5/28/11,23,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
6/4/11,2,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
6/4/11,27,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
6/11/11,3,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
6/11/11,32,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
6/18/11,3,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
6/18/11,32,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
6/25/11,4,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
6/25/11,38,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
7/2/11,5,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
7/2/11,47,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy
7/9/11,7,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
7/16/11,7,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
7/23/11,10,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
7/30/11,12,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
8/6/11,14,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
8/6/11,47,Otis,Kanye West,Watch The Throne
8/6/11,88,Marvin & Chardonnay,Kanye West,Finally Famous
8/13/11,12,Otis,Kanye West,Watch The Throne
8/13/11,20,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
8/13/11,77,Marvin & Chardonnay,Kanye West,Finally Famous
8/20/11,20,Otis,Kanye West,Watch The Throne
8/20/11,23,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
8/20/11,61,Marvin & Chardonnay,Kanye West,Finally Famous
8/27/11,32,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
8/27/11,36,Otis,Kanye West,Watch The Throne
8/27/11,44,Who Gon Stop Me,Kanye West,Watch The Throne
8/27/11,56,Marvin & Chardonnay,Kanye West,Finally Famous
8/27/11,75,Ni**as in Paris,Kanye West,Watch The Throne
9/3/11,27,Otis,Kanye West,Watch The Throne
9/3/11,37,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
9/3/11,53,Marvin & Chardonnay,Kanye West,Finally Famous
9/3/11,79,Who Gon Stop Me,Kanye West,Watch The Throne
9/3/11,82,Ni**as in Paris,Kanye West,Watch The Throne
9/10/11,25,Otis,Kanye West,Watch The Throne
9/10/11,42,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
9/10/11,46,Marvin & Chardonnay,Kanye West,Finally Famous
9/10/11,78,Ni**as in Paris,Kanye West,Watch The Throne
9/17/11,22,Otis,Kanye West,Watch The Throne
9/17/11,47,E.T.,Kanye West,Katy Perry - Teenage Dream: The Complete Confection
9/17/11,49,Marvin & Chardonnay,Kanye West,Finally Famous
9/17/11,81,Ni**as in Paris,Kanye West,Watch The Throne
9/24/11,26,Otis,Kanye West,Watch The Throne
9/24/11,42,Marvin & Chardonnay,Kanye West,Finally Famous
9/24/11,67,Ni**as in Paris,Kanye West,Watch The Throne
10/1/11,33,Otis,Kanye West,Watch The Throne
10/1/11,38,Marvin & Chardonnay,Kanye West,Finally Famous
10/1/11,50,Ni**as in Paris,Kanye West,Watch The Throne
10/8/11,32,Marvin & Chardonnay,Kanye West,Finally Famous
10/8/11,40,Otis,Kanye West,Watch The Throne
10/8/11,45,Ni**as in Paris,Kanye West,Watch The Throne
10/15/11,35,Ni**as in Paris,Kanye West,Watch The Throne
10/15/11,36,Marvin & Chardonnay,Kanye West,Finally Famous
10/15/11,47,Otis,Kanye West,Watch The Throne
10/22/11,32,Ni**as in Paris,Kanye West,Watch The Throne
10/22/11,35,Marvin & Chardonnay,Kanye West,Finally Famous
10/22/11,56,Otis,Kanye West,Watch The Throne
10/29/11,27,Ni**as in Paris,Kanye West,Watch The Throne
10/29/11,36,Marvin & Chardonnay,Kanye West,Finally Famous
10/29/11,62,Otis,Kanye West,Watch The Throne
11/5/11,21,Ni**as in Paris,Kanye West,Watch The Throne
11/5/11,41,Marvin & Chardonnay,Kanye West,Finally Famous
11/5/11,65,Otis,Kanye West,Watch The Throne
11/12/11,17,Ni**as in Paris,Kanye West,Watch The Throne
11/12/11,43,Marvin & Chardonnay,Kanye West,Finally Famous
11/12/11,67,Otis,Kanye West,Watch The Throne
11/19/11,16,Ni**as in Paris,Kanye West,Watch The Throne
11/19/11,52,Marvin & Chardonnay,Kanye West,Finally Famous
11/19/11,69,Otis,Kanye West,Watch The Throne
11/26/11,17,Ni**as in Paris,Kanye West,Watch The Throne
11/26/11,62,Marvin & Chardonnay,Kanye West,Finally Famous
11/26/11,77,Otis,Kanye West,Watch The Throne
12/3/11,17,Ni**as in Paris,Kanye West,Watch The Throne
12/3/11,65,Marvin & Chardonnay,Kanye West,Finally Famous
12/3/11,88,Otis,Kanye West,Watch The Throne
12/10/11,15,Ni**as in Paris,Kanye West,Watch The Throne
12/10/11,71,Marvin & Chardonnay,Kanye West,Finally Famous
12/10/11,97,Otis,Kanye West,Watch The Throne
12/17/11,8,Ni**as in Paris,Kanye West,Watch The Throne
12/17/11,76,Marvin & Chardonnay,Kanye West,Finally Famous
12/17/11,98,Otis,Kanye West,Watch The Throne
12/24/11,6,Ni**as in Paris,Kanye West,Watch The Throne
12/31/11,6,Ni**as in Paris,Kanye West,Watch The Throne
1/7/12,5,Ni**as in Paris,Kanye West,Watch The Throne
1/14/12,7,Ni**as in Paris,Kanye West,Watch The Throne
1/21/12,7,Ni**as in Paris,Kanye West,Watch The Throne
1/21/12,98,Gotta Have It,Kanye West,Watch The Throne
1/28/12,7,Ni**as in Paris,Kanye West,Watch The Throne
1/28/12,84,Gotta Have It,Kanye West,Watch The Throne
2/4/12,9,Ni**as in Paris,Kanye West,Watch The Throne
2/4/12,79,Gotta Have It,Kanye West,Watch The Throne
2/4/12,100,No Church In The Wild,Kanye West,Watch The Throne
2/11/12,11,Ni**as in Paris,Kanye West,Watch The Throne
2/11/12,74,Gotta Have It,Kanye West,Watch The Throne
2/11/12,86,No Church In The Wild,Kanye West,Watch The Throne
2/18/12,11,Ni**as in Paris,Kanye West,Watch The Throne
2/18/12,72,Gotta Have It,Kanye West,Watch The Throne
2/18/12,96,No Church In The Wild,Kanye West,Watch The Throne
2/25/12,20,Ni**as in Paris,Kanye West,Watch The Throne
2/25/12,69,Gotta Have It,Kanye West,Watch The Throne
2/25/12,72,No Church In The Wild,Kanye West,Watch The Throne
3/3/12,24,Ni**as in Paris,Kanye West,Watch The Throne
3/3/12,78,Gotta Have It,Kanye West,Watch The Throne
3/3/12,98,No Church In The Wild,Kanye West,Watch The Throne
3/10/12,25,Ni**as in Paris,Kanye West,Watch The Throne
3/10/12,84,Gotta Have It,Kanye West,Watch The Throne
3/17/12,30,Ni**as in Paris,Kanye West,Watch The Throne
3/17/12,84,Gotta Have It,Kanye West,Watch The Throne
3/24/12,23,Ni**as in Paris,Kanye West,Watch The Throne
3/24/12,85,Gotta Have It,Kanye West,Watch The Throne
3/31/12,26,Ni**as in Paris,Kanye West,Watch The Throne
3/31/12,94,Gotta Have It,Kanye West,Watch The Throne
4/7/12,28,Ni**as in Paris,Kanye West,Watch The Throne
4/14/12,37,Ni**as in Paris,Kanye West,Watch The Throne
4/21/12,45,Ni**as in Paris,Kanye West,Watch The Throne
4/28/12,45,Ni**as in Paris,Kanye West,Watch The Throne
5/5/12,86,Way Too Cold,Kanye West,Rap Instrumentals
7/21/12,78,I Wish You Would,Kanye West,Kiss The Ring
8/11/12,89,New God Flow,Kanye West,Kanye West Presents Good Music Cruel Summer
8/11/12,91,Birthday Song,Kanye West,Based On A T.r.u. Story
9/1/12,100,Birthday Song,Kanye West,Based On A T.r.u. Story
9/8/12,91,Birthday Song,Kanye West,Based On A T.r.u. Story
9/8/12,99,I Wish You Would,Kanye West,Kiss The Ring
9/15/12,79,Birthday Song,Kanye West,Based On A T.r.u. Story
9/22/12,70,Birthday Song,Kanye West,Based On A T.r.u. Story
9/29/12,65,Birthday Song,Kanye West,Based On A T.r.u. Story
10/6/12,57,Birthday Song,Kanye West,Based On A T.r.u. Story
10/13/12,56,Birthday Song,Kanye West,Based On A T.r.u. Story
10/20/12,56,Birthday Song,Kanye West,Based On A T.r.u. Story
10/27/12,52,Birthday Song,Kanye West,Based On A T.r.u. Story
11/3/12,49,Birthday Song,Kanye West,Based On A T.r.u. Story
11/10/12,47,Birthday Song,Kanye West,Based On A T.r.u. Story
11/17/12,48,Birthday Song,Kanye West,Based On A T.r.u. Story
11/24/12,53,Birthday Song,Kanye West,Based On A T.r.u. Story
12/1/12,55,Birthday Song,Kanye West,Based On A T.r.u. Story
12/8/12,61,Birthday Song,Kanye West,Based On A T.r.u. Story
12/15/12,60,Birthday Song,Kanye West,Based On A T.r.u. Story
12/22/12,60,Birthday Song,Kanye West,Based On A T.r.u. Story
12/29/12,62,Birthday Song,Kanye West,Based On A T.r.u. Story
1/5/13,59,Birthday Song,Kanye West,Based On A T.r.u. Story
7/6/13,56,New Slaves,Kanye West,Yeezus
7/6/13,69,Black Skinhead,Kanye West,Yeezus
7/6/13,91,Blood On The Leaves,Kanye West,Yeezus
7/13/13,86,Black Skinhead,Kanye West,Yeezus
7/13/13,90,New Slaves,Kanye West,Yeezus
7/20/13,97,Black Skinhead,Kanye West,Yeezus
7/27/13,92,Black Skinhead,Kanye West,Yeezus
9/14/13,89,Blood On The Leaves,Kanye West,Yeezus
10/19/13,18,Gone,Kanye West,Late Registration
12/7/13,73,Bound 2,Kanye West,Yeezus
12/14/13,12,Bound 2,Kanye West,Yeezus
12/21/13,60,Bound 2,Kanye West,Yeezus
12/28/13,76,Bound 2,Kanye West,Yeezus
1/4/14,87,Bound 2,Kanye West,Yeezus
1/11/14,99,Bound 2,Kanye West,Yeezus
3/22/14,78,Sanctified,Kanye West,Mastermind
5/10/14,100,I Won,Kanye West,Graduation
5/31/14,100,I Won,Kanye West,Graduation
6/14/14,98,I Won,Kanye West,Graduation
1/17/15,35,Only One,Kanye West,I Am Kanye West
1/24/15,54,Only One,Kanye West,I Am Kanye West
1/31/15,85,Only One,Kanye West,I Am Kanye West
2/7/15,54,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
2/14/15,15,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
2/14/15,68,Only One,Kanye West,I Am Kanye West
2/21/15,6,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
2/21/15,69,Only One,Kanye West,I Am Kanye West
2/28/15,4,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
2/28/15,45,Only One,Kanye West,I Am Kanye West
3/7/15,6,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
3/7/15,74,Only One,Kanye West,I Am Kanye West
3/14/15,5,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
3/14/15,80,All Your Fault,Kanye West,Dark Sky Paradise
3/14/15,92,Only One,Kanye West,I Am Kanye West
3/14/15,97,One Man Can Change The World,Kanye West,Dark Sky Paradise
3/21/15,5,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
3/21/15,15,All Day,Kanye West,Karaoke Pro
3/28/15,5,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
3/28/15,51,All Day,Kanye West,Karaoke Pro
4/4/15,5,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
4/4/15,53,All Day,Kanye West,Karaoke Pro
4/11/15,8,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
4/11/15,62,All Day,Kanye West,Karaoke Pro
4/18/15,9,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
4/18/15,69,All Day,Kanye West,Karaoke Pro
4/25/15,13,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
4/25/15,52,All Day,Kanye West,Karaoke Pro
5/2/15,16,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
5/2/15,61,All Day,Kanye West,Karaoke Pro
5/9/15,26,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
5/9/15,55,All Day,Kanye West,Karaoke Pro
5/16/15,36,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
5/16/15,58,All Day,Kanye West,Karaoke Pro
5/23/15,45,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
5/23/15,59,All Day,Kanye West,Karaoke Pro
5/30/15,55,All Day,Kanye West,Karaoke Pro
5/30/15,56,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
6/6/15,60,All Day,Kanye West,Karaoke Pro
6/6/15,66,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
6/13/15,75,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
6/13/15,79,All Day,Kanye West,Karaoke Pro
6/20/15,76,FourFiveSeconds,Kanye West,8-bit Versions Of Kanye West
6/20/15,91,All Day,Kanye West,Karaoke Pro
6/27/15,93,All Day,Kanye West,Karaoke Pro
8/1/15,100,One Man Can Change The World,Kanye West,Dark Sky Paradise
8/8/15,97,One Man Can Change The World,Kanye West,Dark Sky Paradise
8/15/15,100,One Man Can Change The World,Kanye West,Dark Sky Paradise
8/22/15,96,One Man Can Change The World,Kanye West,Dark Sky Paradise
8/29/15,92,One Man Can Change The World,Kanye West,Dark Sky Paradise
9/5/15,92,One Man Can Change The World,Kanye West,Dark Sky Paradise
9/12/15,90,One Man Can Change The World,Kanye West,Dark Sky Paradise
9/19/15,82,One Man Can Change The World,Kanye West,Dark Sky Paradise
9/26/15,94,One Man Can Change The World,Kanye West,Dark Sky Paradise
4/23/16,34,Famous,Kanye West,The Life Of Pablo
4/23/16,37,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
4/23/16,54,Pt. 2,Kanye West,The Life Of Pablo
4/23/16,67,Ultralight Beam,Kanye West,The Life Of Pablo
4/23/16,71,Waves,Kanye West,The Life Of Pablo
4/23/16,84,FML,Kanye West,The Life Of Pablo
4/23/16,92,Real Friends,Kanye West,The Life Of Pablo
4/23/16,99,Feedback,Kanye West,The Life Of Pablo
4/30/16,49,Famous,Kanye West,The Life Of Pablo
4/30/16,54,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
4/30/16,73,Pt. 2,Kanye West,The Life Of Pablo
4/30/16,86,Waves,Kanye West,The Life Of Pablo
4/30/16,90,Ultralight Beam,Kanye West,The Life Of Pablo
5/7/16,62,Famous,Kanye West,The Life Of Pablo
5/7/16,64,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
5/7/16,97,Pt. 2,Kanye West,The Life Of Pablo
5/14/16,82,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
5/14/16,83,Famous,Kanye West,The Life Of Pablo
5/21/16,95,Famous,Kanye West,The Life Of Pablo
5/21/16,98,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
5/28/16,88,Famous,Kanye West,The Life Of Pablo
5/28/16,94,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
6/4/16,92,THat Part,Kanye West,Blank Face Lp
6/25/16,97,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
7/2/16,76,THat Part,Kanye West,Blank Face Lp
7/2/16,97,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
7/9/16,69,THat Part,Kanye West,Blank Face Lp
7/9/16,98,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
7/16/16,64,THat Part,Kanye West,Blank Face Lp
7/16/16,71,Famous,Kanye West,The Life Of Pablo
7/16/16,95,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
7/23/16,64,THat Part,Kanye West,Blank Face Lp
7/23/16,75,Famous,Kanye West,The Life Of Pablo
7/30/16,43,THat Part,Kanye West,Blank Face Lp
7/30/16,88,Famous,Kanye West,The Life Of Pablo
7/30/16,100,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
8/6/16,42,THat Part,Kanye West,Blank Face Lp
8/6/16,71,Famous,Kanye West,The Life Of Pablo
8/13/16,40,THat Part,Kanye West,Blank Face Lp
8/13/16,74,Famous,Kanye West,The Life Of Pablo
8/13/16,89,P**** Print,Kanye West,Everybody Looking
8/13/16,94,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
8/20/16,51,THat Part,Kanye West,Blank Face Lp
8/20/16,83,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
8/20/16,89,Famous,Kanye West,The Life Of Pablo
8/27/16,51,THat Part,Kanye West,Blank Face Lp
8/27/16,83,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
9/3/16,54,THat Part,Kanye West,Blank Face Lp
9/3/16,74,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
9/10/16,56,THat Part,Kanye West,Blank Face Lp
9/10/16,71,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
9/17/16,59,THat Part,Kanye West,Blank Face Lp
9/17/16,69,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
9/17/16,90,Famous,Kanye West,The Life Of Pablo
9/24/16,59,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
9/24/16,61,THat Part,Kanye West,Blank Face Lp
9/24/16,98,Fade,Kanye West,The Life Of Pablo
9/24/16,100,Famous,Kanye West,The Life Of Pablo
10/1/16,47,Fade,Kanye West,The Life Of Pablo
10/1/16,56,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
10/1/16,66,THat Part,Kanye West,Blank Face Lp
10/8/16,56,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
10/8/16,62,Fade,Kanye West,The Life Of Pablo
10/8/16,78,THat Part,Kanye West,Blank Face Lp
10/15/16,57,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
10/15/16,58,Fade,Kanye West,The Life Of Pablo
10/15/16,83,THat Part,Kanye West,Blank Face Lp
10/22/16,54,Fade,Kanye West,The Life Of Pablo
10/22/16,56,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
10/22/16,88,THat Part,Kanye West,Blank Face Lp
10/29/16,60,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo
10/29/16,64,Fade,Kanye West,The Life Of Pablo
10/29/16,92,THat Part,Kanye West,Blank Face Lp
11/5/16,64,Fade,Kanye West,The Life Of Pablo
11/5/16,86,THat Part,Kanye West,Blank Face Lp
11/12/16,65,Fade,Kanye West,The Life Of Pablo
11/19/16,64,Fade,Kanye West,The Life Of Pablo
11/26/16,67,Fade,Kanye West,The Life Of Pablo
12/3/16,66,Fade,Kanye West,The Life Of Pablo
12/10/16,71,Fade,Kanye West,The Life Of Pablo
12/17/16,96,Fade,Kanye West,The Life Of Pablo
4/8/17,54,Glow,Kanye West,More Life
4/15/17,89,Glow,Kanye West,More Life
5/12/18,85,Ye vs The People,Kanye West,None
5/19/18,16,Watch,Kanye West,Watch The Throne
5/26/18,42,Watch,Kanye West,Watch The Throne
6/2/18,60,Watch,Kanye West,Watch The Throne
6/9/18,75,What Would Meek Do?,Kanye West,Daytona
6/9/18,84,Watch,Kanye West,Watch The Throne
6/16/18,8,Yikes,Kanye West,Ye
6/16/18,11,All Mine,Kanye West,Ye
6/16/18,16,Ghost Town,Kanye West,Ye
6/16/18,24,Wouldn't Leave,Kanye West,Ye
6/16/18,27,Violent Crimes,Kanye West,Ye
6/16/18,28,I Thought About Killing You,Kanye West,Ye
6/16/18,36,No Mistakes,Kanye West,Ye
6/16/18,87,Watch,Kanye West,Watch The Throne
6/23/18,31,All Mine,Kanye West,Ye
6/23/18,40,Yikes,Kanye West,Ye
6/23/18,60,Ghost Town,Kanye West,Ye
6/23/18,85,Violent Crimes,Kanye West,Ye
6/23/18,92,Wouldn't Leave,Kanye West,Ye
6/30/18,48,All Mine,Kanye West,Ye
6/30/18,67,Yikes,Kanye West,Ye
6/30/18,96,Cop Shot The Kid,Kanye West,Nasir
7/7/18,54,All Mine,Kanye West,Ye
7/7/18,77,Yikes,Kanye West,Ye
7/14/18,83,All Mine,Kanye West,Ye
7/14/18,92,Yikes,Kanye West,Ye
7/21/18,85,All Mine,Kanye West,Ye
7/28/18,77,All Mine,Kanye West,Ye
8/4/18,91,All Mine,Kanye West,Ye
8/11/18,96,All Mine,Kanye West,Ye
9/22/18,6,I Love It,Kanye West,Harverd Dropout
9/29/18,7,I Love It,Kanye West,Harverd Dropout
10/6/18,9,I Love It,Kanye West,Harverd Dropout
